codigo_programa;nome_programa;exclusao_logica_programa;indicador;exclusao_logica_indicador;unidade_de_medida;indice_de_referencia;em_apuracao_indice_de_referencia;data_de_apuracao;previsao_para_2021;em_apuracao_2021;previsao_para_2022;em_apuracao_2022;previsao_para_2023;em_apuracao_2023;previsao_para_2024;em_apuracao_2024;fonte;periodicidade;base_geografica;formula_de_calculo;justificativa_status_em_apuracao_das_previsaoes_dos_indices;justificativa_status_em_apuracao_indice_de_referencia;data_alteracao;indicador_novo;polaridade
94;GERAÇÃO DE ENERGIA ELÉTRICA;False;TAXA DE CRESCIMENTO ANUAL DA CAPACIDADE INSTALADA DE GERAÇÃO DE ENERGIA ELÉTRICA;False;%;1,67;;2020-08-17;;Em Apuração;;Em Apuração;;Em Apuração;;Em Apuração;GERÊNCIA DE PLANEJAMENTO ENERGÉTICO (EO/PE);Anual;Estadual;[(CAPACIDADE INSTALADA DE GERAÇÃO DE ENERGIA ELÉTRICA ATUAL - CAPACIDADE INSTALADA DO ANO ANTERIOR) / (CAPACIDADE INSTALADA DO ANO ANTERIOR)]*100;OS INDICADORES PARA OS ANOS 2021 A 2024 ESTÃO EM APURAÇÃO POIS A BASE DE 2020 AINDA NÃO FOI CONCLUÍDA.;;2020-10-01 15:57:00;False;MAIOR
95;GESTÃO DE PESSOAS;False;PERÍCIAS AGENDADAS DENTRO DO PRAZO;True;%;79,0;;2018-12-31;92,0;;95,0;;98,0;;;;SUPERINTENDÊNCIA CENTRAL DE PERÍCIA MÉDICA E SAÚDE OCUPACIONAL;Anual;Estadual;(SOMATÓRIO DO NÚMERO DE PERÍCIAS AGENDADAS DENTRO DO PRAZO/ SOMATÓRIO DO NÚMERO TOTAL DE PERÍCIAS AGENDADAS) X 100;;;2020-10-01 15:57:00;False;MAIOR
95;GESTÃO DE PESSOAS;False;PERÍCIAS REALIZADAS DENTRO DO PRAZO;False;%;72,0;;2019-12-31;80,0;;85,0;;90,0;;95,0;;SUPERINTENDÊNCIA CENTRAL DE PERÍCIA MÉDICA E SAÚDE OCUPACIONAL;Anual;Estadual;(SOMATÓRIO DO NÚMERO DE PERÍCIAS REALIZADAS DENTRO DO PRAZO DE CINCO DIAS ÚTEIS/ SOMATÓRIO DO NÚMERO TOTAL DE PERÍCIAS AGENDADAS) X 100;;;2020-10-01 15:57:00;True;MAIOR
96;DESJUDICIALIZA MINAS;False;GUIAS DE CONDENAÇÃO JUDICIAIS PAGAS ADMINISTRATIVAMENTE;False;UNIDADE;;Em Apuração;;1,0;;1,0;;1,0;;1,0;;ASPLAN;Anual;Estadual;SOMA DAS GUIAS DE CONDENAÇÃO JUDICIAIS PAGAS EXTRAJUDICIALMENTE;INDICADOR SEM HISTÓRICO;INDICADOR SEM HISTÓRICO;2020-09-08 19:17:00;False;MAIOR
96;DESJUDICIALIZA MINAS;False;CERTIDÕES DE DÍVIDA ATIVA TRIBUTÁRIA OU NÃO-TRIBUTÁRIAS PROTESTADAS EXTRAJUDICIALMENTE;False;UNIDADE;401700,0;;2019-12-31;121704,0;;121704,0;;121704,0;;121704,0;;ASPLAN;Anual;Estadual;SOMA DAS CERTIDÕES PROTESTADAS EXTRAJUDICIALMENTE;;;2020-09-08 19:17:00;False;MAIOR
96;DESJUDICIALIZA MINAS;False;ORIENTAÇÕES DE DESJUDICIALIZAÇÃO OU PADRONIZAÇÃO ELABORADAS;False;UNIDADE;;Em Apuração;;1,0;;1,0;;1,0;;1,0;;ASPLAN;Anual;Estadual;SOMA DAS ORIENTAÇÕES DE DESJUDICIALIZAÇÃO OU PADRONIZAÇÃO ELABORADAS;INDICADOR SEM HISTÓRICO;INDICADOR SEM HISTÓRICO;2020-09-08 19:17:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;IDEB ENSINO MÉDIO;False;número absoluto;3,6;;2018-09-30;4,2;;0,0;;4,4;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;IDEB ANOS FINAIS DO ENSINO FUNDAMENTAL;False;número absoluto;4,4;;2018-09-30;4,8;;0,0;;5,0;;5,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;IDEB ANOS INICIAIS DO ENSINO FUNDAMENTAL;False;número absoluto;6,5;;2018-09-30;6,8;;0,0;;6,9;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;O INDICADOR TEM PERIODICIDADE DE MENSURAÇÃO BIANUAL, TENDO EM VISTA A REALIZAÇÃO DAS AVALIAÇÕES.;;;2020-10-01 15:57:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;251,9;;2019-05-31;0,0;;260,6;;0,0;;260,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;256,1;;2019-05-31;0,0;;264,0;;0,0;;264,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;222,1;;2019-05-31;0,0;;227,0;;0,0;;227,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;230,9;;2019-05-31;0,0;;241,5;;0,0;;241,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ALUNOS DO ENSINO MÉDIO EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;272,1;;2019-05-31;276,4;;280,8;;282,2;;282,2;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES AVALIADOS EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DO ENSINO MÉDIO EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;268,9;;2019-05-31;274,5;;278,3;;280,3;;280,3;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;251,9;;2021-05-31;0,0;;260,6;;0,0;;260,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;256,1;;2021-05-31;0,0;;264,0;;0,0;;264,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;222,1;;2021-05-31;0,0;;227,0;;0,0;;227,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;230,9;;2021-05-31;0,0;;241,5;;0,0;;241,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE ALIMENTOS ADQUIRIDOS DA AGRICULTURA FAMILIAR.;False;Percentual %;26,0;;2021-02-28;30,0;;30,0;;30,0;;30,0;;SUPERINTENDÊNCIA DE PLANEJAMENTO E FINANÇAS;Anual;Estadual;(VALOR DA AQUISIÇÃO DE ALIMENTAÇÃO ESCOLAR ADVINDA DA AGRICULTURA FAMILIAR / VALOR DE TODAS AS AQUISIÇÕES) * 100;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE ESCOLAS COM CONECTIVIDADE, COM VELOCIDADE MÍNIMA DE CONEXÃO DE ACORDO COM O PADRÃO SEE (10 MB);False;Percentual %;95,0;;2021-01-31;95,0;;95,0;;95,0;;95,0;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS COM O PADRÃO SEE / TOTAL DE ESCOLAS DA REDE) X 100;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE ESCOLAS COM LABORATÓRIO DE INFORMÁTICA EM FUNCIONAMENTO, DE ACORDO COM O PADRÃO SEE/MG;False;Percentual %;80,0;;2021-02-28;85,0;;90,0;;95,0;;95,0;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS QUE ALCANCEM O NÍVEL DO PADRÃO SEE-MG/TOTAL DE ESCOLAS DA REDE) X 100;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE ESCOLAS COM INFRAESTRUTURA ADEQUADA PARA ELABORAÇÃO DAS REFEIÇÕES;False;Percentual %;62,85;;2021-01-31;85,0;;95,0;;100,0;;100,0;;QUESTIONÁRIO DAS VISITAS IN LOCO OU DIAGNÓSTICO DA INFRAESTRUTURA ESCOLAR;Mensal;Estadual;(NÚMERO DE ESCOLAS COM INFRAESTRUTURA ADEQUADA/NÚMERO TOTAL DE ESCOLAS ESTADUAIS) X 100;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;IDEB ANOS FINAIS DO ENSINO FUNDAMENTAL;False;número absoluto;4,4;;2021-09-30;4,8;;0,0;;5,0;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
106;ENSINO FUNDAMENTAL;False;IDEB ANOS INICIAIS DO ENSINO FUNDAMENTAL;False;número absoluto;6,5;;2021-09-30;6,8;;0,0;;6,9;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
107;ENSINO MÉDIO;False;ÍNDICE DE DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA;False;número absoluto;3,59;;2017-12-31;4,2;;0,0;;4,4;;0,0;;CENSO ESCOLAR;Bianual;Estadual;IDEB= SOMATÓRIO(MÉDIA DE PROEFICIÊNCIA EM PORTUGUÊS E MATEMÁTICA)* (TAXA DE APROVAÇÃO);;;2020-10-01 15:57:00;False;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE ESCOLAS COM INFRAESTRUTURA ADEQUADA PARA ELABORAÇÃO DAS REFEIÇÕES;False;Porcentagem;62,85;;2021-01-31;85,0;;95,0;;100,0;;100,0;;QUESTIONÁRIO DAS VISITAS IN LOCO OU DIAGNÓSTICO DA INFRAESTRUTURA ESCOLAR;Mensal;Estadual;(NÚMERO DE ESCOLAS COM INFRAESTRUTURA ADEQUADA/NÚMERO TOTAL DE ESCOLAS ESTADUAIS) X 100;;;2020-10-01 15:57:00;False;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE ALIMENTOS ADQUIRIDOS DA AGRICULTURA FAMILIAR;False;Percentual;26,0;;2021-02-27;30,0;;30,0;;30,0;;30,0;;SUPERINTENDÊNCIA DE PLANEJAMENTO E FINANÇAS;Anual;Estadual;(VALOR DA AQUISIÇÃO DE ALIMENTAÇÃO ESCOLAR ADVINDA DA AGRICULTURA FAMILIAR / VALOR DE TODAS AS AQUISIÇÕES) * 100;;;2020-10-01 15:57:00;False;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE ESCOLAS COM CONECTIVIDADE, COM VELOCIDADE MÍNIMA DE CONEXÃO DE ACORDO COM O PADRÃO SEE.;False;Percentual;95,0;;2021-01-31;96,0;;97,0;;98,0;;98,0;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS COM O PADRÃO SEE / TOTAL DE ESCOLAS DA REDE) X 100;;;2020-10-01 15:57:00;False;MAIOR
107;ENSINO MÉDIO;False;PROFICIÊNCIA MÉDIA DOS ALUNOS DO ENSINO MÉDIO EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;272,1;;2019-05-31;276,4;;280,8;;282,2;;283,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES AVALIADOS EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
107;ENSINO MÉDIO;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DO ENSINO MÉDIO EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;268,9;;2019-05-31;274,5;;278,3;;280,3;;281,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE UNIDADES ESCOLARES COM INFRAESTRUTURA DA SUA REDE FÍSICA AVALIADA COMO BOA OU MUITO BOA;False;Porcentagem;49,59;;2021-06-30;54,0;;60,0;;65,0;;70,0;;DIAGNÓSTICO DA INFRAESTRUTURA ESCOLAR;Anual;Estadual;(NÚMERO DE UNIDADES ESCOLARES (ENDEREÇOS) COM INFRAESTRUTURA AVALIADA COMO BOA OU MUITO BOA /NÚMERO TOTAL DE ESCOLAS ESTADUAIS) X 100;;;2020-10-01 15:57:00;True;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE ESCOLAS COM LABORATÓRIO DE INFORMÁTICA EM FUNCIONAMENTO, DE ACORDO COM O PADRÃO SEE/MG;False;Porcentagem;80,0;;2021-02-28;85,0;;90,0;;95,0;;95,0;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS QUE ALCANCEM O NÍVEL DO PADRÃO SEE-MG/TOTAL DE ESCOLAS DA REDE) X 100;;;2020-10-01 15:57:00;False;MAIOR
108;EDUCAÇÃO PROFISSIONAL;False;IDEB ENSINO MÉDIO;False;número absoluto;3,6;;2018-09-30;4,2;;0,0;;4,4;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;IDEB ANOS FINAIS DO ENSINO FUNDAMENTAL;False;número absoluto;4,4;;2021-09-30;4,8;;0,0;;5,0;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;IDEB ANOS INICIAIS DO ENSINO FUNDAMENTAL;False;número absoluto;6,5;;2021-09-30;6,8;;0,0;;6,9;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;IDEB ENSINO MÉDIO;False;número absoluto;3,6;;2021-09-30;4,2;;0,0;;4,4;;0,0;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;251,9;;2021-05-31;0,0;;260,6;;0,0;;261,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;256,1;;2021-05-31;0,0;;264,0;;0,0;;265,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;222,1;;2021-05-31;0,0;;227,0;;0,0;;228,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;230,9;;2021-05-31;0,0;;241,5;;0,0;;242,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ALUNOS DO ENSINO MÉDIO EM LÍNGUA PORTUGUESA (PROEB/SEE).;False;número absoluto;272,1;;2021-05-31;276,4;;280,8;;282,2;;282,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES AVALIADOS EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DO ENSINO MÉDIO EM MATEMÁTICA (PROEB/SEE).;False;número absoluto;268,9;;2021-05-31;274,5;;278,3;;280,3;;281,0;;SIMAVE - SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS QUILOMBOLAS - ENSINO FUNDAMENTAL;False;Percentual;2,24;;2017-08-31;0,5;;0,5;;0,5;;0,5;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS QUILOMBOLAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS QUILOMBOLAS) X 100;;;2020-10-01 15:57:00;False;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS QUILOMBOLAS - ENSINO MÉDIO;False;Percentual;4,9;;2017-08-31;2,5;;2,5;;2,5;;2,5;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS QUILOMBOLAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO MÉDIO NAS ESCOLAS QUILOMBOLAS) X 100;;;2020-10-01 15:57:00;False;MENOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE APROVAÇÃO NAS ESCOLAS QUILOMBOLAS - ENSINO FUNDAMENTAL;False;Percentual;93,1;;2017-08-31;99,0;;99,5;;99,5;;99,5;;INEP – CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE APROVAÇÕES NO ENSINO FUNDAMENTAL NAS ESCOLAS QUILOMBOLAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS QUILOMBOLAS) X 100;;;2020-10-01 15:57:00;False;MAIOR
